pair,tabpfn,tabpfn_direct,tabpfn_her,tabpfn_his
"(3, 15)",0.13424045081774238,0.16574856638908386,0.27874755859375,0.4815843105316162
"(3, 16)",0.21980616293288335,0.22430700063705444,0.40690529346466064,0.5401899814605713
"(3, 17)",0.21410041843046201,0.1761094033718109,0.3711538314819336,0.5768508911132812
"(3, 18)",0.19119477677234897,0.1921011060476303,0.3361820578575134,0.5687239170074463
"(3, 19)",0.28920240690203514,0.32000547647476196,0.45179688930511475,0.6401159763336182
"(3, 20)",0.31009724848448705,0.41621917486190796,0.46264657378196716,0.6702681183815002
"(4, 11)",0.1407348731312652,0.16749200224876404,0.26201605796813965,0.5371230840682983
"(4, 12)",0.275208199650411,0.39953505992889404,0.45078045129776,0.6105149388313293
"(4, 13)",0.1494527239241794,0.1679588109254837,0.25435689091682434,0.5875709652900696
"(4, 14)",0.3075328673208091,0.380737841129303,0.5244428515434265,0.5863991975784302
"(4, 15)",0.256933639321133,0.3124796748161316,0.4040313959121704,0.6359249353408813
"(4, 16)",0.21392849484755772,0.24869145452976227,0.4109515845775604,0.5205686092376709
"(4, 17)",0.16700567933378352,0.15945832431316376,0.31421077251434326,0.5315084457397461
"(4, 18)",0.17576029117000047,0.19680294394493103,0.3158966302871704,0.5563854575157166
"(4, 19)",0.25671446523985963,0.3258477449417114,0.44754260778427124,0.5736089944839478
"(4, 20)",0.2891080602467788,0.3917188048362732,0.4419716000556946,0.6541326642036438
"(5, 11)",0.15016076328750572,0.14402063190937042,0.4084298014640808,0.3676537871360779
"(5, 12)",0.30309026744709655,0.4027123749256134,0.6210567951202393,0.48802343010902405
"(5, 13)",0.13136523792784516,0.14518515765666962,0.29968827962875366,0.43833959102630615
"(5, 14)",0.3318671063627576,0.394146591424942,0.693109929561615,0.47880876064300537
"(5, 15)",0.21180514387945948,0.2557300627231598,0.47830212116241455,0.44282710552215576
"(5, 16)",0.23183099566538345,0.22328297793865204,0.5782731771469116,0.4009022116661072
"(5, 17)",0.2048320989846939,0.15253129601478577,0.485597163438797,0.42181485891342163
"(5, 18)",0.19848540413527793,0.18399786949157715,0.47039732336997986,0.42195266485214233
"(5, 19)",0.28196193263497094,0.29416364431381226,0.5877065658569336,0.47976651787757874
"(5, 20)",0.32984547082014615,0.38550060987472534,0.6128082275390625,0.5382523536682129
"(6, 11)",0.1139258129056735,0.15621516108512878,0.3504859209060669,0.32505103945732117
"(6, 12)",0.28395576810198264,0.395523339509964,0.5842204689979553,0.4860421419143677
"(6, 13)",0.21780862311310045,0.2024039924144745,0.44332993030548096,0.49130141735076904
"(6, 14)",0.31277060481338737,0.380597323179245,0.6737490892410278,0.4642241597175598
"(6, 15)",0.31416127073047306,0.3347553014755249,0.5962557196617126,0.5268901586532593
"(6, 16)",0.1551739076812666,0.21344998478889465,0.5051671862602234,0.30717337131500244
"(6, 17)",0.22210369153391873,0.16483135521411896,0.501053512096405,0.4432733952999115
"(6, 18)",0.12464552845298016,0.16965052485466003,0.40820008516311646,0.3053539991378784
"(6, 19)",0.273185116795446,0.26333990693092346,0.5746452808380127,0.47539782524108887
"(6, 20)",0.31753905503697055,0.3514150083065033,0.5965226292610168,0.5323168635368347
"(7, 11)",0.13506002407420503,0.16373208165168762,0.3338641822338104,0.40453583002090454
"(7, 12)",0.3085745673397149,0.45789793133735657,0.5929415822029114,0.5204131007194519
"(7, 13)",0.25379865510331,0.22936591506004333,0.45684814453125,0.5555427074432373
"(7, 14)",0.32420219065220834,0.4213598370552063,0.6647936701774597,0.48767340183258057
"(7, 15)",0.32015128211599375,0.3573799133300781,0.5839217901229858,0.5482776761054993
"(7, 16)",0.18992182130907764,0.256011039018631,0.4970713257789612,0.38208162784576416
"(7, 17)",0.20867358677092795,0.16356080770492554,0.4363366365432739,0.47823989391326904
"(7, 18)",0.15447099242178197,0.19428959488868713,0.42608895897865295,0.36253225803375244
"(7, 19)",0.2901476079607299,0.3120482265949249,0.5832518339157104,0.4974654018878937
"(7, 20)",0.3272026229150171,0.4142473638057709,0.5903493165969849,0.554252564907074
"(8, 11)",0.19915981621688772,0.15310196578502655,0.36944469809532166,0.5390788316726685
"(8, 12)",0.2820266977027046,0.27992334961891174,0.5021675825119019,0.5616186857223511
"(8, 13)",0.17012460632398607,0.10826968401670456,0.2924405634403229,0.5817407965660095
"(8, 14)",0.323957562220194,0.25399526953697205,0.5896600484848022,0.5493971705436707
"(8, 15)",0.2838325309188843,0.19521500170230865,0.464903324842453,0.6105194687843323
"(8, 16)",0.29555830227434043,0.19621452689170837,0.5416755080223083,0.5456371903419495
"(8, 17)",0.2401685011607846,0.16912627220153809,0.43379679322242737,0.5536428689956665
"(8, 18)",0.2603443345950751,0.17092105746269226,0.47074586153030396,0.553046464920044
"(8, 19)",0.3165318436610107,0.24143245816230774,0.5373209118843079,0.5890927314758301
"(8, 20)",0.3374719657707175,0.34609055519104004,0.5301210880279541,0.6365941166877747
"(9, 11)",0.15776915870197783,0.14587724208831787,0.3568320870399475,0.4421383738517761
"(9, 12)",0.27762576854598464,0.2944498658180237,0.5090053677558899,0.5454279780387878
"(9, 13)",0.1861154589037426,0.12679696083068848,0.31697607040405273,0.5871593356132507
"(9, 14)",0.32037837033492167,0.27211010456085205,0.6024277210235596,0.5318121314048767
"(9, 15)",0.2727761359499432,0.22220507264137268,0.4703548848628998,0.5799368619918823
"(9, 16)",0.20906619829260364,0.1780756115913391,0.5040760636329651,0.4147512912750244
"(9, 17)",0.2387737113180357,0.1749175488948822,0.4363139569759369,0.5472520589828491
"(9, 18)",0.17982050723655085,0.1597411334514618,0.39168232679367065,0.45909783244132996
"(9, 19)",0.31968008783974255,0.25997960567474365,0.556975245475769,0.5739574432373047
"(9, 20)",0.3417672263762981,0.31976112723350525,0.5526734590530396,0.6183890700340271
"(10, 11)",0.22380141799963127,0.17956599593162537,0.45765864849090576,0.4890138506889343
"(10, 12)",0.3435835433431649,0.38677987456321716,0.5976580381393433,0.5748831629753113
"(10, 13)",0.16167358123361453,0.13041795790195465,0.3004752993583679,0.5380594730377197
"(10, 14)",0.3617611475824418,0.3565659821033478,0.6623744368553162,0.5461580753326416
"(10, 15)",0.28201418329892647,0.23016369342803955,0.49255484342575073,0.5725538730621338
"(10, 16)",0.30347761570695475,0.2567497491836548,0.6110370755195618,0.49665990471839905
"(10, 17)",0.2729025308471478,0.19523833692073822,0.4976038634777069,0.5484333038330078
"(10, 18)",0.24675214017051417,0.20213690400123596,0.47840869426727295,0.5157768726348877
"(10, 19)",0.33100703683467714,0.29848432540893555,0.6089226007461548,0.5435945987701416
"(10, 20)",0.37989823434054415,0.39636653661727905,0.60304856300354,0.6299629211425781
"(21, 40)",0.12437700907216787,0.07306663691997528,0.3157128691673279,0.39395609498023987
"(21, 41)",0.08490134048269082,0.04988393187522888,0.21753831207752228,0.3902822434902191
"(21, 42)",0.19174064565419702,0.10327289253473282,0.3872038424015045,0.4951930344104767
"(21, 43)",0.1030754777218732,0.06715287268161774,0.3130876421928406,0.3292224407196045
"(21, 44)",0.08535502532131467,0.08385822176933289,0.3115858733654022,0.2739374041557312
"(21, 45)",0.05309569295580108,0.04005756601691246,0.22035029530525208,0.24096038937568665
"(21, 46)",0.07199774077850662,0.053362295031547546,0.33047929406166077,0.21785855293273926
"(21, 47)",0.07017232547778995,0.04172340780496597,0.3354905843734741,0.20916332304477692
"(21, 48)",0.12436147753121851,0.07846677303314209,0.4380495846271515,0.28389817476272583
"(21, 49)",0.17240143558723275,0.07308129966259003,0.4721088409423828,0.3651730716228485
"(21, 50)",0.10850992461351794,0.05834578722715378,0.37365615367889404,0.2904004752635956
"(21, 51)",0.08309222680190942,0.08204439282417297,0.35937583446502686,0.23121261596679688
"(21, 52)",0.10251994487060045,0.11661260575056076,0.4732367992401123,0.21663561463356018
"(21, 53)",0.059529854990294506,0.040014058351516724,0.3006891906261444,0.19797803461551666
"(21, 54)",0.09842958623787013,0.06139805540442467,0.4504384994506836,0.21851947903633118
"(21, 55)",0.16434835706615658,0.16089804470539093,0.3791458010673523,0.43347007036209106
"(22, 40)",0.18081694463491615,0.10878593474626541,0.3392776846885681,0.532946765422821
"(22, 41)",0.14194830703831585,0.11629297584295273,0.25526875257492065,0.5560739636421204
"(22, 42)",0.20340742826834912,0.13362610340118408,0.35280513763427734,0.5765432715415955
"(22, 43)",0.19106397244111406,0.13755767047405243,0.4117025136947632,0.46408259868621826
"(22, 44)",0.21173334594404203,0.22061562538146973,0.4384935200214386,0.4828653931617737
"(22, 45)",0.16804821847568974,0.13052022457122803,0.3563236892223358,0.4716167449951172
"(22, 46)",0.202893457874735,0.1500069797039032,0.49224787950515747,0.4121774137020111
"(22, 47)",0.244819745201319,0.17060703039169312,0.5255287885665894,0.46585410833358765
"(22, 48)",0.20714783302093664,0.17468218505382538,0.5399175882339478,0.38366565108299255
"(22, 49)",0.31107623688633623,0.17285487055778503,0.55907142162323,0.5564159154891968
"(22, 50)",0.3398701475962653,0.25097811222076416,0.597103476524353,0.5691980719566345
"(22, 51)",0.14707356910061442,0.13556556403636932,0.40788766741752625,0.3605737090110779
"(22, 52)",0.14935384070364766,0.14616547524929047,0.46262964606285095,0.3228367269039154
"(22, 53)",0.24408298941849438,0.18635311722755432,0.5179352164268494,0.4712616205215454
"(22, 54)",0.25512654520259304,0.22911372780799866,0.6362903118133545,0.4009593427181244
"(22, 55)",0.35677321024478914,0.37333112955093384,0.5421579480171204,0.6580613851547241
"(23, 40)",0.16915449453374087,0.1348906010389328,0.3706231713294983,0.4564056098461151
"(23, 41)",0.13858543225387265,0.1219533383846283,0.3038403391838074,0.45611268281936646
"(23, 42)",0.19941108125242302,0.16622263193130493,0.41331395506858826,0.48246878385543823
"(23, 43)",0.13616751571765828,0.15442076325416565,0.35113391280174255,0.3877936899662018
"(23, 44)",0.23447841960972937,0.3273196816444397,0.5027727484703064,0.4663705825805664
"(23, 45)",0.13477744573546602,0.13659071922302246,0.364669531583786,0.36958789825439453
"(23, 46)",0.1233080870342178,0.14451682567596436,0.4193307161331177,0.29405927658081055
"(23, 47)",0.14982461863364716,0.16370558738708496,0.47928085923194885,0.3126029670238495
"(23, 48)",0.19747987136202738,0.25670289993286133,0.5391031503677368,0.36631184816360474
"(23, 49)",0.2752441116625217,0.1714458167552948,0.5902535319328308,0.46631506085395813
"(23, 50)",0.17948274112935536,0.18514500558376312,0.4792686104774475,0.3744930028915405
"(23, 51)",0.10653435426197433,0.16334308683872223,0.3943521976470947,0.2701502740383148
"(23, 52)",0.14031599883109536,0.2227734625339508,0.4922996759414673,0.28502151370048523
"(23, 53)",0.1585992022438134,0.16089604794979095,0.4759429097175598,0.3332315683364868
"(23, 54)",0.1744902694688797,0.2139061689376831,0.5859774947166443,0.29777640104293823
"(23, 55)",0.2637294351865762,0.37386777997016907,0.48079049587249756,0.5485329627990723
"(24, 40)",0.12124831827364346,0.09543227404356003,0.23863819241523743,0.5080842971801758
"(24, 41)",0.09053684561316189,0.10166651010513306,0.16465553641319275,0.5498560667037964
"(24, 42)",0.11000319252398949,0.11287423223257065,0.21116505563259125,0.5209346413612366
"(24, 43)",0.13384870452109432,0.11273810267448425,0.3533327281475067,0.37881773710250854
"(24, 44)",0.17485148538305229,0.18695230782032013,0.37902721762657166,0.46131643652915955
"(24, 45)",0.11357317616272233,0.10998482257127762,0.26438048481941223,0.42958229780197144
"(24, 46)",0.16056356182684084,0.11978467553853989,0.445292592048645,0.3605799078941345
"(24, 47)",0.15485531735189184,0.12866924703121185,0.46988070011138916,0.32956305146217346
"(24, 48)",0.17324212925885085,0.12387223541736603,0.4840400516986847,0.3579086661338806
"(24, 49)",0.22997424766888486,0.15189512073993683,0.4230061173439026,0.5436664819717407
"(24, 50)",0.1991237092060496,0.16124288737773895,0.4124216139316559,0.4828158915042877
"(24, 51)",0.11570492356800521,0.12280996143817902,0.3463950455188751,0.33402591943740845
"(24, 52)",0.1373280610368397,0.14127404987812042,0.38208627700805664,0.3594163656234741
"(24, 53)",0.14976063216369795,0.13676616549491882,0.40848851203918457,0.3666214048862457
"(24, 54)",0.1847973057090826,0.17132724821567535,0.5780990123748779,0.31966376304626465
"(24, 55)",0.24334790074505008,0.2785053253173828,0.3798842430114746,0.6405843496322632
"(25, 40)",0.0868206504871516,0.08511044085025787,0.16759003698825836,0.5180537700653076
"(25, 41)",0.06318066840403702,0.08119841665029526,0.11236529052257538,0.562279224395752
"(25, 42)",0.07851347931875363,0.09566324204206467,0.14583028852939606,0.5383893847465515
"(25, 43)",0.13306767294313548,0.11815109848976135,0.29614588618278503,0.44933149218559265
"(25, 44)",0.16060916379880297,0.20212335884571075,0.30119407176971436,0.5332414507865906
"(25, 45)",0.11629933615172927,0.12640246748924255,0.2165037840604782,0.5371699929237366
"(25, 46)",0.14705369052420636,0.13635759055614471,0.3247080445289612,0.45287972688674927
"(25, 47)",0.16392513987888258,0.1383991539478302,0.35526734590530396,0.4614134728908539
"(25, 48)",0.1669829004493808,0.1489737182855606,0.41603466868400574,0.40136775374412537
"(25, 49)",0.14769982032202478,0.12065309286117554,0.2655660808086395,0.5561697483062744
"(25, 50)",0.13775470989402017,0.1513785719871521,0.2854238450527191,0.4826321005821228
"(25, 51)",0.12088644146746574,0.13572679460048676,0.29800641536712646,0.40565046668052673
"(25, 52)",0.15553462782414762,0.16257265210151672,0.3608803153038025,0.4309867322444916
"(25, 53)",0.13648764244232847,0.14227387309074402,0.309915155172348,0.4404032528400421
"(25, 54)",0.1799903729717922,0.16987234354019165,0.4490364193916321,0.40083691477775574
"(25, 55)",0.17752374636583568,0.2781086266040802,0.2792849540710449,0.6356366276741028
"(26, 40)",0.13155950839770902,0.09849497675895691,0.24590972065925598,0.5349910855293274
"(26, 41)",0.10275113794411261,0.10985551029443741,0.18719807267189026,0.5488899350166321
"(26, 42)",0.13225273344343869,0.1290546953678131,0.23154839873313904,0.5711666941642761
"(26, 43)",0.17850361231899115,0.1458960622549057,0.40570008754730225,0.4399890899658203
"(26, 44)",0.20599601041356408,0.2482558935880661,0.41194242238998413,0.5000602006912231
"(26, 45)",0.14817539324413076,0.13972307741641998,0.3261295258998871,0.4543452262878418
"(26, 46)",0.18870848759594772,0.15243428945541382,0.446351021528244,0.42278045415878296
"(26, 47)",0.1635256282639279,0.16596701741218567,0.4781791865825653,0.3419756293296814
"(26, 48)",0.23502600846952149,0.19684943556785583,0.5546205639839172,0.42375999689102173
"(26, 49)",0.2954216119569395,0.1852422058582306,0.49919915199279785,0.5917910933494568
"(26, 50)",0.22401774248266904,0.2054421752691269,0.44383522868156433,0.5047317743301392
"(26, 51)",0.16499501859045296,0.17111968994140625,0.392436146736145,0.42043787240982056
"(26, 52)",0.19939144565527744,0.20590811967849731,0.456725150346756,0.4365676939487457
"(26, 53)",0.17953942495915953,0.17674461007118225,0.475522518157959,0.37756240367889404
"(26, 54)",0.20476117464622412,0.20129287242889404,0.6139448285102844,0.3335172235965729
"(26, 55)",0.3059273846198085,0.3813905417919159,0.4635019600391388,0.660034716129303
"(27, 40)",0.12237206273152523,0.09860526025295258,0.24150846898555756,0.5066988468170166
"(27, 41)",0.09358722818541843,0.10599016398191452,0.18597570061683655,0.5032228827476501
"(27, 42)",0.1477735165631735,0.12443745136260986,0.2639569938182831,0.5598393678665161
"(27, 43)",0.16032628394056303,0.12427424639463425,0.33182358741760254,0.48316723108291626
"(27, 44)",0.2757592793908934,0.3451562523841858,0.4793536365032196,0.5752731561660767
"(27, 45)",0.12319455932297885,0.11178982257843018,0.2787477672100067,0.44195711612701416
"(27, 46)",0.1853376138924201,0.1490536779165268,0.4220685362815857,0.43911734223365784
"(27, 47)",0.16986596013204291,0.155577152967453,0.44828206300735474,0.37892651557922363
"(27, 48)",0.18990465981661409,0.1750650256872177,0.47066810727119446,0.4034789204597473
"(27, 49)",0.2797604012530144,0.18243339657783508,0.5152591466903687,0.5429508686065674
"(27, 50)",0.24050037158184523,0.20839786529541016,0.48151683807373047,0.49946409463882446
"(27, 51)",0.15172089156173918,0.15694434940814972,0.36826378107070923,0.4119897186756134
"(27, 52)",0.14705827507542502,0.16817446053028107,0.41346868872642517,0.35566967725753784
"(27, 53)",0.1837248604573105,0.1843508929014206,0.4555770754814148,0.4032794237136841
"(27, 54)",0.20931179474559158,0.21244937181472778,0.5806268453598022,0.3604927957057953
"(27, 55)",0.3277894651457771,0.3981098234653473,0.505585789680481,0.6483359932899475
"(28, 40)",0.15994436969577208,0.149905264377594,0.27151021361351013,0.5890915393829346
"(28, 41)",0.1401065542221147,0.1513533741235733,0.21141231060028076,0.6627171039581299
"(28, 42)",0.13574313771816726,0.1160031408071518,0.22057101130485535,0.615416944026947
"(28, 43)",0.19415608767022974,0.17887139320373535,0.3573005795478821,0.543397068977356
"(28, 44)",0.29626488131431117,0.26504039764404297,0.41745802760124207,0.7096878290176392
"(28, 45)",0.17920985361541852,0.21555019915103912,0.3023868799209595,0.5926508903503418
"(28, 46)",0.23267635042632762,0.20162326097488403,0.41898778080940247,0.5553296804428101
"(28, 47)",0.2514583359358724,0.20750626921653748,0.43410584330558777,0.5792558193206787
"(28, 48)",0.2581544786049328,0.19416698813438416,0.47764453291893005,0.5404740571975708
"(28, 49)",0.2620069848594646,0.17964929342269897,0.3802691102027893,0.689004123210907
"(28, 50)",0.2444194312697192,0.25378355383872986,0.39060139656066895,0.6257515549659729
"(28, 51)",0.15390882939032124,0.17879393696784973,0.33154457807540894,0.4642176032066345
"(28, 52)",0.20162710548487617,0.21953263878822327,0.4135558009147644,0.48754510283470154
"(28, 53)",0.23860920796208163,0.20919281244277954,0.4068617522716522,0.5864626169204712
"(28, 54)",0.27459514429801857,0.2519201636314392,0.4745979309082031,0.5785847902297974
"(28, 55)",0.25407042848317474,0.2957547903060913,0.345644474029541,0.7350628972053528
"(29, 40)",0.11443016236916037,0.08438891917467117,0.22178149223327637,0.5159590244293213
"(29, 41)",0.06783761571726554,0.08497483283281326,0.14252528548240662,0.47596898674964905
"(29, 42)",0.10553697064243117,0.10116982460021973,0.20003673434257507,0.5275879502296448
"(29, 43)",0.150320274507032,0.11421764642000198,0.3429546654224396,0.4383094608783722
"(29, 44)",0.16390724953780733,0.19455395638942719,0.35788992047309875,0.45798230171203613
"(29, 45)",0.11495493085746133,0.10588343441486359,0.2706677317619324,0.42470866441726685
"(29, 46)",0.1416175755614093,0.12032751739025116,0.3725337088108063,0.3801470100879669
"(29, 47)",0.1352871802345632,0.12774020433425903,0.4075995683670044,0.33191198110580444
"(29, 48)",0.17792259769031205,0.15650418400764465,0.45268160104751587,0.39304137229919434
"(29, 49)",0.22159221255031447,0.1396968960762024,0.4223059117794037,0.5247196555137634
"(29, 50)",0.17951502804472153,0.15302833914756775,0.3943499028682709,0.4552176296710968
"(29, 51)",0.13114483174972946,0.13110379874706268,0.34472304582595825,0.38043534755706787
"(29, 52)",0.19831608784443233,0.18348467350006104,0.440673828125,0.450029194355011
"(29, 53)",0.137731432917235,0.1328849494457245,0.3970513641834259,0.34688568115234375
"(29, 54)",0.16890582312458946,0.1664811372756958,0.5455060005187988,0.30963146686553955
"(29, 55)",0.2635772099381448,0.31864693760871887,0.42019060254096985,0.6272801160812378
"(30, 40)",0.08862646984812095,0.09994044154882431,0.18199476599693298,0.4869726300239563
"(30, 41)",0.07014365058104488,0.11231841892004013,0.15001855790615082,0.46756649017333984
"(30, 42)",0.07696685666831016,0.10512906312942505,0.14426499605178833,0.5335102677345276
"(30, 43)",0.10953079607706329,0.12291905283927917,0.2706463038921356,0.4047008752822876
"(30, 44)",0.205769002327731,0.26822033524513245,0.36507195234298706,0.5636395812034607
"(30, 45)",0.10442238905635559,0.12786602973937988,0.23033370077610016,0.4533526301383972
"(30, 46)",0.1391569094156324,0.13642947375774384,0.33420872688293457,0.4163772463798523
"(30, 47)",0.14897675581274683,0.15111654996871948,0.37314581871032715,0.39924541115760803
"(30, 48)",0.21370662188484957,0.1928109973669052,0.4481462240219116,0.47686806321144104
"(30, 49)",0.21819469369810918,0.17591819167137146,0.3964639902114868,0.5503518581390381
"(30, 50)",0.2453073933405001,0.2602495849132538,0.42752763628959656,0.5737813711166382
"(30, 51)",0.16716916974920615,0.1736452281475067,0.3405972123146057,0.49081191420555115
"(30, 52)",0.2253582108881229,0.25964078307151794,0.43867745995521545,0.5137218832969666
"(30, 53)",0.14913746160027586,0.13992595672607422,0.3580150604248047,0.4165675640106201
"(30, 54)",0.1789814420338809,0.19036200642585754,0.4596564471721649,0.38938090205192566
"(30, 55)",0.32463306523371926,0.4455573856830597,0.4508749842643738,0.7200068235397339
"(31, 40)",0.12125422119689233,0.09941961616277695,0.22077703475952148,0.5492157340049744
"(31, 41)",0.1348727913150931,0.14096513390541077,0.21672460436820984,0.6223233938217163
"(31, 42)",0.11808383740510386,0.12532462179660797,0.19789020717144012,0.5967139005661011
"(31, 43)",0.14204334913688577,0.14245812594890594,0.2985827326774597,0.4757252633571625
"(31, 44)",0.2116071270332185,0.24149230122566223,0.3848506212234497,0.5498422384262085
"(31, 45)",0.1461176400827,0.13792572915554047,0.27260249853134155,0.5360099077224731
"(31, 46)",0.16893506756527898,0.15494674444198608,0.3764292597770691,0.4487830400466919
"(31, 47)",0.15143610311689937,0.17133870720863342,0.38773319125175476,0.390567809343338
"(31, 48)",0.2046556690236372,0.17834563553333282,0.4584164619445801,0.4464404881000519
"(31, 49)",0.23696089696258582,0.17198282480239868,0.38569656014442444,0.6143712997436523
"(31, 50)",0.29717978443694903,0.23848088085651398,0.4774002134799957,0.6224961280822754
"(31, 51)",0.18167391949905465,0.1808222532272339,0.35622504353523254,0.5099976062774658
"(31, 52)",0.22012699068896247,0.21193790435791016,0.419571191072464,0.5246475338935852
"(31, 53)",0.16465711452133558,0.15016068518161774,0.38814571499824524,0.4242146909236908
"(31, 54)",0.19286718421398774,0.1918814480304718,0.5233148336410522,0.36854904890060425
"(31, 55)",0.3213846230535182,0.36106884479522705,0.4382060170173645,0.7334098815917969
"(32, 40)",0.17210014416923514,0.12075482308864594,0.3543701171875,0.48565083742141724
"(32, 41)",0.12877821193976047,0.13985538482666016,0.25191405415534973,0.5111989974975586
"(32, 42)",0.16625001707887677,0.13117149472236633,0.32192108035087585,0.5164309740066528
"(32, 43)",0.1661480994918083,0.15152791142463684,0.357766330242157,0.4644039571285248
"(32, 44)",0.22856128031763845,0.2891833186149597,0.4410402178764343,0.5182322859764099
"(32, 45)",0.14298915855859207,0.13999292254447937,0.3389661908149719,0.42183899879455566
"(32, 46)",0.175408245086075,0.14987745881080627,0.4367845356464386,0.40158987045288086
"(32, 47)",0.17121102391005394,0.18033474683761597,0.4310021996498108,0.3972393274307251
"(32, 48)",0.16985249477066144,0.19255438446998596,0.47292783856391907,0.3591509759426117
"(32, 49)",0.2759892946185971,0.19829851388931274,0.5354582071304321,0.5154263973236084
"(32, 50)",0.26446188750125543,0.23095545172691345,0.5228407382965088,0.5058172941207886
"(32, 51)",0.12915297485745114,0.15386924147605896,0.36787712574005127,0.3510763943195343
"(32, 52)",0.13921726519035005,0.17830997705459595,0.43144717812538147,0.32267510890960693
"(32, 53)",0.20610130298270413,0.1945924311876297,0.4835025668144226,0.42626723647117615
"(32, 54)",0.21313694638082836,0.21474750339984894,0.5799130201339722,0.3675326108932495
"(32, 55)",0.2791960652690797,0.35701555013656616,0.4477347731590271,0.6235746741294861
"(33, 40)",0.1284256382707838,0.09379757940769196,0.2677776515483856,0.4795980453491211
"(33, 41)",0.13041213010254804,0.15088105201721191,0.20621006190776825,0.6324236989021301
"(33, 42)",0.12329815488743368,0.12474961578845978,0.21927262842655182,0.5623052716255188
"(33, 43)",0.143591114396731,0.13457244634628296,0.34413763880729675,0.41724908351898193
"(33, 44)",0.1915219731928648,0.23647382855415344,0.35939809679985046,0.5328964591026306
"(33, 45)",0.14616899873587386,0.14283961057662964,0.2833974361419678,0.5157738924026489
"(33, 46)",0.1479634369512155,0.14753946661949158,0.3778057098388672,0.39163896441459656
"(33, 47)",0.20207259293078295,0.20144116878509521,0.418353796005249,0.4830184280872345
"(33, 48)",0.1700142655141832,0.15379557013511658,0.42558538913726807,0.399483323097229
"(33, 49)",0.18852064135875146,0.13488881289958954,0.34215912222862244,0.5509735941886902
"(33, 50)",0.18124960633862486,0.15586504340171814,0.3592337965965271,0.5045449733734131
"(33, 51)",0.12660717978227698,0.1489475518465042,0.3130119740962982,0.40448030829429626
"(33, 52)",0.14142574903589278,0.15025125443935394,0.34930869936943054,0.404873251914978
"(33, 53)",0.16318755933752982,0.17846833169460297,0.38909912109375,0.4193984270095825
"(33, 54)",0.20543102069444785,0.20794758200645447,0.5084996223449707,0.40399444103240967
"(33, 55)",0.18969204262736739,0.25089070200920105,0.3049268126487732,0.6220903992652893
"(34, 40)",0.14790895582051178,0.1092873364686966,0.3070695400238037,0.4816790223121643
"(34, 41)",0.08554159228251024,0.09819091856479645,0.19372721016407013,0.4415569305419922
"(34, 42)",0.1496153789262813,0.12351257354021072,0.2975690960884094,0.5027920603752136
"(34, 43)",0.1662539115437056,0.15329700708389282,0.3674759864807129,0.4524211585521698
"(34, 44)",0.154998343806243,0.23323677480220795,0.36721011996269226,0.4220971465110779
"(34, 45)",0.1649024705231028,0.13574591279029846,0.34983396530151367,0.4713735282421112
"(34, 46)",0.20074515812082439,0.165858656167984,0.4579005837440491,0.4384033679962158
"(34, 47)",0.17481811431252936,0.1856374740600586,0.4579124450683594,0.38177192211151123
"(34, 48)",0.1852006177990564,0.21546794474124908,0.48048263788223267,0.38544705510139465
"(34, 49)",0.32341063713090534,0.20094957947731018,0.5732746720314026,0.5641460418701172
